Number, Time, Scramble 
47054,11.41,R' B2 L2 F2 D2 R U' B2 L2 U2 R2 U2 F L2 F2 D2 R2 D2
47055,11.04,D2 R D R2 B2 F2 D2 R2 D F2 R2 U B L' U' B' U2 L' F'
47056,13.89,F2 R2 B2 D' R2 D' R2 B2 D2 F2 U2 B' U L' B F' R B' D B'
47057,12.39,D L2 U' R2 U L2 R2 U' F2 U2 F2 L U2 R F R2 U2 F2 D' L2 U'
47058,15.31,R2 U2 F2 U' B2 L2 U' F2 D F2 U' L2 F' D' B R D' U L R D'
47059,15.72,D2 F' B2 U' R2 D2 B2 U2 F2 R2 F2 L D' U R B L' D' F'
47060,13.51,F2 U' D F U' R U' F L2 D2 L2 B2 U' F2 U2 B2 R2 D B2 D2
47061,22.26,U R2 B2 U' F2 R2 U2 L2 U' R2 F2 L' U R D F D B' F U R2
47062,13.32,F2 L2 R2 U2 B2 U2 B' U2 F' D2 L2 B' R' U' F' D' F' D' R D' R2
47063,14.54,R' D' F2 R' L' D' B' R F D2 R2 U F2 D2 F2 U B2 R2 L2 D'
47064,16.41,U B R' B D L2 U' L F2 D2 F' R2 F2 L2 B' L2 B U2 F2 D
47065,13.81,L2 U' B L D F' L' U F' L B2 R' U2 L2 U2 L U2 L' D2 B2 L2
47066,18.38+,U' F' R' B' U L' F R' U2 L2 B U2 B' D2 B' D2 L2 B2 U2 D
47067,12.51,B2 F2 L2 F2 U B2 U' R2 D F2 R2 U' F' D2 U2 L' F' L R U' R'
47068,14.89,L2 F2 R2 U R2 F2 U2 B2 D2 B' L2 R B2 L' F' D' L' U2 L'
47069,12.75,R B R2 F' U2 L2 R2 F R2 U2 B U2 R' U R F' R' B L2 D U
47070,13.44,R2 U D2 R U' B D2 B2 D' F2 L2 D2 F2 D B2 D' R2 F U
47071,13.20,B2 R' U2 B U2 B U2 B2 D2 R2 U2 L2 R2 F D' F' D2 B2 U' L F2
47072,15.21,D F' U2 L U D L' F' D2 R' B2 L2 D2 B2 R F2 L B2 U2 D'
47073,13.12,L' F B2 R D L D' B U2 B D2 B2 R2 U2 R2 D2 F L2 U2 L'
47074,12.58,F R U2 L2 U' B2 U2 R2 B2 R2 U R2 F2 U B' D L R2 B' L' U2
47075,14.61,U' L' D2 F L F2 R L2 U F U2 L2 D2 F2 R2 F B2 R2 L2
47076,13.91,B2 L' B2 L' F2 L2 D2 R2 F2 U2 F R' U R2 F2 U F' L2 F2
47077,15.67,D F R' B2 U' R2 U' L2 D' F2 U2 L2 F2 D2 L' B' D2 R' B2 R2 D
47078,13.81,B2 D' B' D2 L2 B U2 R2 B L2 F U2 L2 F' R U' B2 L F D F2
47079,13.39,U2 F L2 B2 R2 B' L2 U2 F L2 D2 R B' L' D' F' U2 L U B D'
47080,14.32,B U2 R' B2 D2 L' R' D2 L' B2 R' B' L D' R2 D2 F L2 R'
47081,13.74,L2 R2 D L2 D' B2 R2 B2 D F2 L2 U F' D B' R D2 U' L2 B2 R
47082,14.20,B' R L D' B2 D2 F' R U R F2 R' F2 B2 R U2 R D2 R D2
47083,15.48,L2 D F2 D F2 U2 L2 D' F2 U R2 U' L U2 L' R U' R' B L U2
47084,12.52,F R' D F B2 L B2 D F L2 D R2 D R2 L2 F2 L2 U D'
47085,14.25,D' R2 D2 L F2 L2 B2 U2 R' F2 L F2 D L' R2 F L2 B F' U' R'
47086,16.02,F2 U' F' B' D' R' B2 U D2 B2 U2 F2 R2 U' R2 F2 U' L' D2
47087,15.52,D' L' F2 B' U2 R' F' R2 U' F' R2 D2 F' U2 F' D2 B D2 B' D2 B
47088,16.35,U' L D B L2 U' B' R' U' F' B' D2 B2 R2 U2 L2 F'
47089,13.24,F U' F2 R2 F2 D2 B' L2 F' R2 U2 F' R U' L F D2 R2 D L2
47090,20.07,L' U' F B D F2 U F' R' U B2 D' L2 D' B2 U B2 R2 D2 L2 U
47091,14.29,D B F2 U2 F2 D' B2 U' L2 D L2 U L F' D U R2 F' U'
47092,13.24,D2 R2 D2 R2 U2 B2 R F2 R' B2 R U F D B2 L B2 F' D2 F
47093,14.65,R' F' U L F' D' R' F U2 F2 B D2 F L2 F R2 B R2 L2 D'
47094,13.66,F2 U2 L B2 R2 U2 R F2 R' F2 R' F' D' L' U B U' B2 L2 F2
47095,13.06,D' R2 U' L2 R2 B2 D' L2 D U L D' L2 R B R2 U R2 U R2
47096,12.69,B2 L2 B2 U R2 D B2 U F2 R2 F' L B2 F' L' B L' U2 L2
47097,12.31,R2 D L D2 R F2 L F' L R2 D R2 F2 U2 L2 F2 D' R2 L2
47098,11.26,D' B R2 B L2 D2 F2 L2 B' L2 D2 B2 R' D R' B' L' U B2 U'
47099,13.32,L' U F2 D2 B' L2 F2 D2 B L2 F' L2 R' B' R2 D' L B U' F
47100,12.67,R' F L2 F2 U' L2 D F2 U2 B2 D' R2 F2 U' B' L U' R D2 L F'
47101,12.10,L D2 B R U2 F2 L2 U' F2 D2 L2 B' U2 L2 F L2 U'
47102,16.09,B2 L' U2 B2 L R B2 U2 R' D2 F U' R D2 L2 B F' L' B U
47103,12.49,F' U B R2 D2 R2 U2 F' U2 L2 R' D L B' U2 L U2 L2
47104,13.23,B2 R2 B2 L2 U' F2 D' R2 D' U' F2 U' B' U R F D' F' U2 F2
47105,17.51,U2 L' U R U2 F' R2 D' B' R' B2 L' D2 B2 D2 B2 R B2 D2
47106,12.72,F' R2 D2 B2 R D2 B2 D2 L2 B2 L' U2 L D B2 L' D' F L2 D B
47107,12.97,D2 F2 U F2 L2 U B2 L2 F2 U L' U' R2 B L2 F D2 L2 B2
47108,14.35,L2 U2 B2 D' F2 L2 D R2 U R2 U' L B D2 U2 R2 F2 D' F2 L'
47109,13.21,R2 F' D F2 L2 F D L D2 R' F2 B2 L' F2 U2 L U2 D' B'
47110,12.45,R2 F U2 L2 B D2 U2 B' F U2 F2 L' U' R' F R' U2 L' R U2
47111,14.07,R' D R' U D2 L' D2 B D' L2 B2 U2 B2 U2 L' B2 L U2 L D2 F2
47112,15.67,R' U' R2 F2 D' B2 D F2 U2 B2 D' R D2 F' U L' B L' R D
47113,14.07,B' U' L B D' L' D2 F L D2 F2 R' U2 D2 R' B2 D2 L' F2 U2
47114,13.26,B2 F2 L2 R2 U B2 U2 B2 F2 L2 B2 U2 R B L' U' B' L' B L2
47115,11.46,D U R2 U' L2 R2 F2 U' L2 F2 R2 B L2 D B2 U2 R B' U2 F' U2
47116,15.76,D2 L2 U2 B2 U2 L' U2 R' B2 D2 R' F2 D' F' U2 R F' U' R' B R
47117,14.64,F2 D2 R' U2 R2 B2 D2 L F2 R' B F L' B2 L2 U R2 U2 B'
47118,14.88,L D2 R2 F U2 F L2 F' D2 F U2 B L' R' F' R U L F2 D2
47119,12.73,F D R2 F2 R' U2 L D2 L B2 U2 B R' F L' R' U L
47120,16.02,B2 U L2 B2 F2 D' U2 B2 L2 D R U' F2 L2 D R' U F' L D
47121,13.11,B' L R2 B L2 F L2 B L2 F' R2 D2 F D B' R' U' B R2 U2
47122,15.63,B2 L2 U B2 U L2 R2 D U2 L F' R D B2 U R2 D2 R B
47123,10.53,U R' B L2 R2 U' R2 D' L2 U R2 U F R2 D' U L' R' F
47124,12.31,B2 D2 F2 D' L2 D' B2 U' B2 D' L D' U' B' U B2 F2 U2 B
47125,12.66,L' B' F2 L2 U2 R2 D2 R2 B D2 U2 L2 R F2 R B' U L2 U B
47126,12.48,U2 F2 U2 L2 D2 B' D2 F' U2 B' D2 F L' D' B' U R F' U L2 R
47127,13.11,B2 L2 D L2 B2 U2 B2 D R2 U' L2 R B2 R2 F' D' U2 B2 R2 B
47128,14.97,B2 U R2 B U2 B F2 R2 D2 F D2 U2 F2 L2 D R' F2 U' B L2 F2
47129,13.12,R' U B' R' U F2 D' R' F2 R' U2 B2 D2 R2 D2 L B2 L2 F L2
47130,14.56,B2 U B2 D' F2 L2 D2 R2 U2 B2 U' R2 L' B2 R' F L B' L2 D U2
47131,12.76,U2 R' B2 U2 L2 B2 D2 R B2 R2 U2 D B' F' L D F2 U B2 L' D'
47132,15.03,L B D2 L2 F2 D' L2 B2 D F2 D L2 D2 B' U' R2 D2 L' F' D
47133,15.39,U B' R2 D2 F' R2 D2 R2 B' D2 F2 U F D2 B2 L' B2 R2 D2
47134,15.70,R U2 R' D2 R F2 L D2 R F2 B' D U L D' F U B' U
47135,13.30,U' B L2 U2 F R2 B2 L2 B' L2 D2 R2 F L' D R D2 B' R2 D2
47136,12.15,F L2 D R' U' D B' L' U B' U2 F L2 D2 L2 D2 B2 U2 F B2
47137,12.58,U B' L2 D R2 B2 D F2 L2 D F2 D' B2 R B R D2 L' R' U L'
47138,14.76,F2 L2 B R2 F2 U2 F R2 F U2 B' R' U' L D B' R F' L2
47139,14.29,U2 R2 B2 R2 B' F2 D2 L2 F' L2 U2 L U R U R2 F' D' L B L2
47140,12.36,F2 D R2 B' L D L F' L' U2 L2 U' L2 D R2 D F2 U R2 D'
47141,16.32,F R' D2 L D F2 R' D' B U L2 D' R2 U' F2 U2 R2 U' L2
47142,12.03,L2 B2 L2 D2 F2 U2 F2 D' L2 D B L' U' R' F' R B' D B2 R'
47143,13.44,B L2 U' F2 U2 L2 R2 D' U' R2 B2 L D' B R' D' R2 B2 R2 B2
47144,13.29,R L2 F D2 B D2 F U2 F2 R2 B L2 D F2 L' B U L' F2 D
47145,13.77,U' B R' F' R2 L F' D' L2 B2 D2 R2 U B2 D2 R2 U B2 U R D'
47146,12.40,D' F L2 B2 R2 D' L2 R2 D2 L2 F2 D' R' F' L2 U B2 U2 L'
47147,12.54,B2 D' R2 U B2 U F2 U2 L2 D' L2 F D R2 B' R' D U' B2 L' D2
47148,13.72,B2 L U F U2 B D R D2 B2 U' B2 U' F2 U2 F2 L2 D L2 B
47149,12.25,U F' D' F L' B2 L' F D R' F2 D2 L F2 L U2 F2 U2 L2
47150,21.75,F' U B2 D2 L' R2 F2 R D2 U2 L' F2 U2 R' U' L B' U' R F2 R
47151,14.59,L2 D' B2 U' R2 F2 R2 D L2 U' B2 L' D' L2 U' L2 B' D' U2 R U2
47152,11.38,D' R2 F' R' U B' L' U' L' U' R2 D F2 D' L2 F2 U F2 R2 F2 R2
47153,17.11,F U' L2 D2 B2 F2 L B2 U2 R' D2 L' B2 D' U2 B2 F U2 B' D
47154,15.66,B R' D' L D2 F2 R2 U B F2 R B2 R' B2 U2 F2 L2 U2 R' B2 L
47155,11.20,B U F D F R B2 L2 D F2 R2 L2 B L2 B' D2 F' U2 L2 F2
47156,13.96,R' U F' B2 L' B L2 F2 R D' R2 F2 D F2 U' R2 F2 B2 U2 L2
47157,15.55,R B' U R2 U2 L' F' D2 F2 D2 R2 L' F2 L2 U2 F2 L B2 R U R2
47158,11.91,D2 L2 U' B R2 L2 U' R' F' U2 B2 D2 L' U2 R F2 R B2 D2 L'
47159,14.77,U2 B2 D' L2 R2 F2 D' B2 U' R' U F2 R' B D' R2 B D'
47160,12.45,R2 U2 R2 U2 B' U2 L2 B' R2 D2 R2 F D' R D R2 D' L U R'
47161,14.32,R2 F' L' D L2 D' F2 U R2 U B2 D' B2 F L2 D2 R' D U2 B
47162,11.52,L2 U B2 F2 U2 B2 D B2 D B' R B2 L2 U2 R2 D2 B D R2
47163,14.95,F2 L' U2 B2 L' D2 L' B2 D2 R D2 F2 B' L2 R D U B L
47164,14.19,L2 B2 D2 U' R2 D' F2 L2 U' R2 D' R2 F' D2 L2 R' F' L2 D' B2
47165,17.14,U' B' R' F R L B' U F U2 B R2 D2 F' U2 F' U2 D2 F2 D2
47166,13.57,B2 U2 L U2 F2 L2 R' F2 L' F2 R' U L2 B2 F L' D' R' F D
47167,14.38,F2 D2 L2 U B2 U L2 F2 D2 B' R2 B' L' D2 L2 B L' D' L'
47168,15.75,D R2 B2 R2 F2 U2 R2 U' F2 U2 F2 U R' D R F2 D F' R D2 U'
47169,14.80,D2 R F2 L2 B2 L' B2 U2 L' B2 U2 F L D L' F2 D2 L D' L2
47170,16.24,B2 U2 F2 B2 L B D2 L2 U L2 F2 D2 B L2 F R2 B D2 R2
47171,16.08,L F2 L D2 F' B2 R D' B' R2 U R2 D' L2 D' L2 B2 R2 D2 L2 D'
47172,13.69,U' B R' U2 D2 R F B D R U2 R U2 F2 R L' F2 L' B2 L' U2
47173,13.95,B' U' D2 L2 F2 R2 F2 R2 U2 B D2 U2 L2 R' F' U' L' U2 L' R
47174,16.47,L2 D' L2 R2 U' B2 R2 F2 U2 B2 F2 L U' R B' U2 F' D2 R' U R2
47175,13.99,L D U L2 F2 U B2 D' R2 U' R2 F2 L2 R' F D2 R B' L D2 U
47176,14.68,B2 D2 B2 R2 F U2 F2 D2 U2 R2 D2 B' D' L' F' D' L B' F' L' F'
47177,10.89,L D2 L F' D F' R L' F U R2 B2 R2 D' B2 U B2 R2 D2 R2 U2
47178,15.07,L2 B' L2 F2 D2 R2 F' D2 U2 B L2 R' D L' R F2 D' F' U L'
47179,13.12,B' F2 L2 D' L2 D F2 U2 L2 B2 F2 U' R2 L' D' U' F' U L' R2 B'
47180,12.81,D2 R2 L' U' L B2 D F' R2 F2 B2 D' B2 D' R2 L2 U R2 D' R2
47181,14.82,L2 D2 L2 D2 U2 B U2 B2 F' R2 U2 B2 U' L D2 R D' L F2 U'
47182,14.77,B D' B L F' R2 D R F' L2 U2 F2 D L2 U' F2 D F2 D2 F2
47183,15.48,B2 F2 U' B2 L2 B2 D B2 D L2 F L F2 R' B U F2 L2 U'
47184,18.49,U2 F R2 D2 R2 U F2 U' R2 U B2 D' L D R2 B F2 R' B2 R'
47185,14.92,U2 L' F' D2 B' L D2 R' U2 F2 U F2 B2 R2 U F2 L2 U B2 L
47186,13.93,F' R' U2 F2 L' R2 U2 L2 F2 D2 F2 U2 R D B L' R2 D2 B2 U2
47187,14.17,D2 L2 U' L B' R U' F2 R' U2 R U2 L2 F2 R D2 R D2 L' B'
47188,12.58,F R2 F2 D2 F2 L' B2 L' B2 D2 U2 L B' U' R D2 F' L R2 B F'
47189,12.73,D2 L2 F2 D2 B' R2 F2 D2 L2 B' L' D B' L' R B2 D B2 D' U
47190,15.43,F2 L' U L2 B2 D B2 U2 B2 F2 L2 U F U2 L F' L2 D2 L U'
47191,12.93,D R B2 L' F2 L B2 D2 U2 R D2 F2 R' F U B D B D R D'
47192,15.19,U2 R U B U' R' B2 R B' D2 B U2 B R2 B D2 F' L2 U2 L2 U'
47193,15.30,B2 L2 D2 L2 D' B2 U F2 U R' U' B' F2 U B' L2 R' B R
47194,16.98,L2 B2 R2 B' L2 D2 F' D2 F' D2 L2 R2 D R' B L D' U2 B L U2
47195,16.32,R2 D' L2 F2 D F2 U2 F2 L2 U' L2 B L2 D R' B F L' F U2 B'
47196,16.56,U' B2 U' D' R D2 L F2 D' B2 D2 F2 R2 F R2 B R2 B2 R2 L2
47197,14.43,L2 U' R2 F2 U' F' B D' R' U2 R' U2 L F2 U2 R D2 R U'
47198,13.95,L' R2 B2 U2 L2 R2 D B2 U R2 D2 R2 L' B F' D' R U' B2 F2 L2
47199,15.36,U2 L2 F' R2 U2 F2 D2 F2 R2 F2 U2 R' D' L' D' F L' U' R' B L
47200,17.03,F2 L R2 F' D2 R2 D2 B' D2 B2 R2 U' L B U' B D' B' U
47201,13.36,B2 D2 F D2 F R2 F U2 F' L2 U' R' B' F U L U2 L
47202,14.55,B' L U2 R2 U2 F2 D' R2 F2 L2 U L2 U' F2 L R2 B D2 R' B2 U2
47203,20.98,F' U L F2 R' U2 B L U B2 U F2 B2 L2 U D F2 D' L2 U2 B
47204,15.37,B' U' B2 F2 R' U2 L2 U2 R B2 R2 F R' U' F' R2 D F'
47205,16.68,B2 U2 L U L F U' R D B2 D2 B2 D2 R2 U2 L' U2 L2 B2 L
47206,14.04,B' R2 F' R2 D2 L2 D2 R2 B U2 R' D U2 B2 L F D L D U
47207,19.38,L2 B2 R U L F U' R2 D2 F D2 B' U2 B L2 F B2 L2 B D' F'
47208,26.65,U R D R' F' B2 L' B2 L B2 U' F2 L2 U2 D' L2 B2 U2 B2 U'
47209,15.07,L' B U2 B2 L U2 R2 U2 F2 L' U2 B2 R2 D' F' L2 D' U' F L'
47210,13.32,D2 B2 D F2 D' R2 F2 D2 L2 F2 B' D L U2 L' B R B2 L' D'
47211,15.55,D2 L F2 L2 B2 D2 R2 U' F2 U L2 U' R2 F2 R' B2 F' R D2 B' R
47212,12.85,F2 D' U2 F2 R' B2 R B2 D2 U2 L2 U2 F' L U2 F' U2 B' U'
47213,12.78,R' D F2 B' U2 R' L' B' U F' D2 R2 B D2 L2 B' R2 D2 R2 D2 B'
47214,13.15,U L2 F2 R2 D' L2 U2 F2 U B2 D' F2 R B U' L B' R2 U B D2
47215,10.38,B2 L2 B2 U' B2 U R2 D' B2 U R2 U R D2 F U' B2 U' L2 R D2
47216,11.17,D2 L2 U' B2 D2 L2 B2 D2 U' R2 U' R' B2 U L' B' L' B2 F2 L2
47217,13.17,D F2 D2 R' F2 L2 R2 U2 B2 R B D2 U F2 D L' U' F'
47218,13.24,R2 B2 L F2 D2 R' B2 R B2 D2 R F' R2 D F' U L D2 B R'
47219,14.25,D2 B D2 B2 D2 U2 R2 B F2 R2 D' U R' B2 F' R U2 F' R F2
47220,13.90,R' U2 L2 R2 F2 D2 R2 B' L2 F2 D2 B U L U2 B' F2 U' L2 F U'
47221,15.51,D R L' B R' U' D2 F D' B2 R2 D' R2 L2 B2 U' F2 U2 B2 R2
47222,15.09,F2 U R2 F' U R' U' R L F2 R' L' B2 U2 L' U2 D2 B' R2
47223,14.97,B L F D L2 U F2 D2 F2 R2 U F2 R2 D2 F L2 R' F R2 U2 R2
47224,15.37,R D R D2 L' F D B' R' D2 R B2 L' B2 L' D2 R B2 R'
47225,12.61,U F2 L2 F L2 F2 U2 L2 B2 U2 L2 B2 U' R' B R' B2 L2 B2 F L2
47226,12.22,U' F2 U L2 D' R2 U2 B2 U' L2 B2 L' F' D2 R B D' U2 L' B R
47227,14.55,L D B2 F2 U R2 F2 U F2 L2 D2 R2 D2 R B R D F' L U
47228,13.41,B2 U2 R D2 R' U2 B2 U2 F2 R' B2 L D' L B' U2 B' R2 B' R2 U2
47229,12.18,U' L2 B L2 D F2 L2 F2 R2 U' L2 R2 D U2 R' F2 D' B' D2 L U
47230,15.09,R' F L2 B2 U2 B' D2 R2 D2 L2 F' U2 D L' U2 F R D2 U' F' U2
47231,12.75,D2 B' F2 R U2 B2 R' B2 F2 R' F2 L' U' R' D' U B' U' B'
47232,14.47,L' U2 B2 U2 B2 F2 L2 U' L2 U B2 F2 L D U B R B L F' D2
47233,14.43,R2 U2 F2 D2 R2 B L2 F L2 F' R' U L F' L' D B2 L2 U2 L'
47234,14.22,L D L F U' R2 B' D2 F2 L2 U' L2 U B2 U F2 L2 D' F2 B' R'
47235,16.21,B2 D2 B' U2 R2 F U2 F' R2 U F L D F' R' B' F' U' B
47236,18.37,B' F2 U R2 D B2 D' L2 R2 U' F2 D' B2 L U' B' U' R' B' L
47237,14.40,D2 F L2 D2 B' U2 F R2 B' R2 B2 D' R' F R D2 U' R2 B
47238,12.39,F' R2 B2 U2 B2 U F2 R2 D' U2 L B2 U' F' D2 R U2 B2 U
47239,13.18,U' B' U2 B D F2 R2 L B' F2 L2 F2 U R2 U B2 R2 F2 U' F2
47240,15.67,F L2 U2 B2 U2 R2 F D2 F R2 B' F' U' R2 F2 U' R' B D2 B L2
47241,13.51,B' U L B' D' R L B' R B2 R B2 R' D2 R' L' B2 L U2 B2
47242,15.30,D2 U2 B2 L2 F' R2 F D2 R2 F' U2 L F' L F2 L' U2 F D' L2 R
47243,18.88,D2 B2 R2 B2 F2 U L2 U B2 D R2 F R U2 L2 R F' U' B' L
47244,17.34,L2 R2 D2 R2 F2 L2 R2 D' L2 F R D' B' L2 D' R2 U' B U
47245,12.87,B L2 F D' B' L' F U F2 U2 R2 F2 R L2 F2 R2 U2 B2 D2 U'
47246,15.03,D B2 D' F2 R2 D U B2 U' F2 R2 F' D2 U2 R U' L2 R' D F L
47247,12.58,D' L2 F' R' U D2 F U' B2 R2 U' R2 D2 R2 F2 R2 F2 D R U2
47248,11.23,F' R' F2 R2 D' L2 D' R2 F2 R2 D U2 R2 L' U2 B' R U2 R F2
47249,12.37,D2 F L2 U2 B2 L2 D2 F' D2 L2 F R B L' F L B2 L2 U B'
47250,13.02,B D2 R' U2 F2 D2 F' L2 B R2 F2 L2 U2 L' D' U2 B2 D' U2 L'
47251,12.49,U L D L F B' U R F2 U2 L' U2 B2 L F2 R' U B
47252,14.23,U F L2 R2 U R2 U L2 B2 U2 L2 B2 D' L' F R F' U2 F
47253,15.01,U2 R' F R' L B U' F' R2 F' D2 F' B2 D2 B U2 D2 R2 U' R'
47254,13.00,R' B U F U L' U R F' R' B2 U2 R D2 L F2 D2 L' U2 D2
47255,13.72,R' F B2 D B' R' U L U' F2 D' B2 R2 D F2 D' B2 L2 F
47256,15.04,F D2 B R2 U2 F L2 U2 F' D2 U' B R' U' F' D' L' U2 B' D2
47257,19.71,F D' L2 B D2 F U2 F2 D2 F' L2 R2 F2 R2 U' R' U2 R B D' L
47258,13.50,U' F U R2 F' U2 L U2 F L2 U R2 U2 F2 U' R2 L2 U2 F2 R2
47259,11.82,L B R D2 F2 U' R2 D L2 D R2 U' L2 R2 B R2 D L' B U2 F'
47260,14.61,R2 D L2 D' U' B2 D F2 R2 B2 F' D2 L D2 B' R' F2 D U2 F' L2
47261,14.74,D' B L2 D R2 D B2 D2 F2 D F2 L2 R U F' U2 R' D2 L'
47262,12.06,F R D R2 B R U L' F' R L' B2 R2 D2 B2 L F2 R' D2
47263,13.30,F' L' F2 B L F' D U2 B U2 F' U2 R2 U2 F D2 F R' F'
47264,14.04,R2 U2 B2 L2 R' D2 L' B2 L' B2 D2 R' D' U L U B U' R' F' D
47265,13.27,R B2 U' D' F B' L' B' D F2 D L2 U' F2 U' L2 U2 B2 D' F
47266,12.96,U' L2 D R2 U' R2 F2 U2 B2 R2 U' R' D U2 R' D F2 R F' U2
47267,14.71,L F2 R' U2 B2 D2 R2 F2 R U2 R' U' B F2 D' L' D2 F2 D B2 D
47268,15.31,D2 F' L2 D2 L2 D2 B' D2 B2 L2 U2 R' D L' U L2 U' B R2 D F'
47269,12.91,L2 F' R2 U2 B2 L2 U2 B' F2 L2 R2 D' U' B' L D' B2 D L' U2
47270,13.33,F2 R F2 L F2 D2 R2 F2 L F2 L B2 U' R' U2 F D U2 F' L R2
47271,14.89,B' D2 L2 B L2 R2 B2 D2 U2 L' D U2 B' U2 R' U L' U'
47272,10.39,R2 B2 F2 D2 L2 F2 U B2 U B2 R2 U' R' D' U' B' D' B2 D2 B F'
47273,13.45,R' F U' D2 R B2 L R2 U2 D' B2 U' B2 R2 L2 U' R2 F2 D F' D2
47274,14.29,L2 B2 R2 U2 F2 L' F2 L' R2 B2 U' F' R2 U2 L' F2 D R F'
47275,15.54,B' F2 L2 U' L2 D' R2 B2 D2 F2 D2 L' U2 F2 R D' R B D2 U'
47276,13.90,U' F L2 D2 F B R' U B R2 B2 L' B2 D2 R F2 L' B2 R2 L F2
47277,15.61,D B' U2 B2 D2 F2 L B2 L2 D2 L' B2 D2 U' L' B' D2 R U2 F2
47278,15.07,B' D B2 D2 R2 U2 L2 F' L2 F R2 B' L D' R' D B2 F R2
47279,12.13,F L' U2 B2 F2 R' F2 U2 L U2 R2 U2 R' U' R U B R D L2 F2
47280,13.57,B' U2 F D2 F2 L2 B R2 U2 B2 L2 D2 L F2 D' R' B' L D U L2
47281,16.63,L F' L2 R2 F U2 B U2 F' U2 F2 L B' U B2 R' B F2 D2
47282,12.70,L' D2 F2 B' D L B R B2 L2 B U2 F L2 B R2 U2 B D2 F'
47283,12.09,B R2 U F2 L2 D2 F2 D' F2 U L2 D2 B F2 L' U2 R' U F
47284,16.50,D F2 U' L2 F2 D' B2 U L2 D B2 U' L B2 R2 D L B' L' R' D
47285,15.57,F2 B R2 L D' B' D' R D' F2 B' R2 D2 B R2 U2 F U2 R2 B2
47286,15.03,R2 D2 F' R2 F2 R2 D' L2 D' U2 F2 U2 F2 R U L B' R U L'
47287,14.91,F2 U2 B2 L2 D B2 L2 B2 R2 D B2 L B' D U2 B2 D R F' D
47288,15.14+,D' B R' U2 F2 R F R2 D R2 U2 B2 D' F2 D' F2 B2 D2 R2 F' L'
47289,16.14,R2 F' D2 F' D2 L2 B' U2 B U2 B2 U2 D' F' U' L' U R' D2 L' D
47290,15.28,D2 U2 F2 U2 L' B2 L U2 L D2 R2 F2 D U2 F' L' D2 U' B R2 F2
47291,14.01,B2 D2 F2 D' B2 D B2 R2 U R2 D2 F' R' D' B' D2 R2 F L U
47292,13.81,U2 F' R2 D2 L2 D' U' F2 L2 U L2 R D2 U' L' D R2 B D
47293,22.44,F U' F R F2 L D2 B2 D2 B2 F2 L D2 F2 B' U2 L' D2 R U R
47294,15.57,U2 B U2 R2 B2 R2 F' D2 U2 R2 B' D L' R' F' R' B' U R2 U' L2
47295,15.70,F2 D' F R' B' U2 F U' F2 L2 B2 D B2 D2 B2 R2 U L2 F' D
47296,11.83,L2 D F2 D U B2 U L2 U B2 R F2 L U R2 F R B L'
47297,14.88,F2 R2 U2 B2 D' B2 L2 D' L2 F2 U B' L2 F' D2 L R B L' D' U
47298,14.62,D2 F2 U' R2 U' B2 F2 R2 D L2 D2 F' L' D' R2 D' F2 R' B' L2
47299,14.22,F B' R' L D' B' U' R' U' F2 R2 U' R2 F2 D' F2 D B2 U B' U2
47300,11.94,R' U2 R' B2 R' U2 R D2 R D2 R' B2 D' R2 B' D' R2 B' F2 U
47301,14.22,R' F2 U2 F2 U B2 U R2 D' L2 U' F R' D L F U' B2 D2 B2
47302,12.76,F' U2 B2 D2 F U2 L2 F' L2 F2 U2 R' D2 F D U F D2 U'
47303,12.61,L' D2 B L2 B R2 F' L U' L2 D2 R2 U2 B' U2 F' L2 B U2
47304,14.25,B2 U R2 B2 D' F2 U B2 D2 R2 D' L F2 D' R2 B L F L2 U'
47305,14.53,B2 F2 U' B2 D F2 L2 U' R2 F2 D2 B' L B' U2 F2 D L' R2 U' F
47306,13.47,U' F' R D2 B2 L2 B2 L D2 F2 D2 L2 D' L' D' U2 R D' F
47307,14.22,R D2 R2 B D2 U2 B D2 B' R2 B D2 R2 L' B2 U' B' L2 D' L2 D
47308,12.43,L2 B2 L2 F2 D' R2 D' R2 D2 F2 R' B' R2 B D2 L R2 F2 L2
47309,13.81,R2 B2 R2 U2 B2 F D2 R2 U' B2 D R D R2 D' B' R'
47310,13.65,L B U R2 D B2 D2 L2 U' B2 R2 F2 U L B' F' U2 L' B2 F'
47311,15.52,B2 L2 F2 D F2 D L2 F2 L2 B2 D' L' F' U' R' F2 L' B' R2 B'
47312,12.48,B U2 B2 U B2 D R2 B2 D' L2 F2 L2 F U R' D2 B D B2 F R
47313,14.94,R2 B2 U R2 F2 L2 B2 U2 L2 F2 U R' B' U' B2 L D L' B2 F D
47314,14.08,F L2 B2 L U2 R F2 L' U2 L F2 L' F' L D2 B2 R' U B U'
47315,14.13,U2 L2 U' L2 B2 U' R2 U B2 L2 R' F D2 F' L' B2 R2 D' L U'
47316,15.37,D L2 D' F2 L2 F2 D L2 D2 L2 U' F' D L2 U' F' L' B' U2 L2
47317,11.79,U2 F' D F' U2 F' L2 D2 B U2 L2 F L2 R D2 L U2 F' R2 D
47318,9.51,L' D F' B' U' B R D B R2 F2 B2 U' L2 F2 U' B2 D2 R2 L2 D'
47319,13.17,D2 L2 D R L2 F' U2 L D' R2 L2 B' R2 U2 R2 F' L2 B' D2 F'
47320,12.55,F D' R' D' F' D' R' F L2 D' B2 L2 U2 B2 D R2 D L2
